Regional Economy,Statistic,Value,Unit of Measurement,Year,Sustainable Development Goal,Country Code,ADB Country Code
Afghanistan,Growth Rate of Merchandise Imports,4.3,%,2018,,AFG,AFG
Afghanistan,Inflation Rate,0.6,%,2018,,AFG,AFG
Afghanistan,"Per Capita Gross National Income (GNI), Atlas Method",560,$,2017,,AFG,AFG
Afghanistan,Population Density,48,persons per km2 of surface area,2018,,AFG,AFG
Afghanistan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,,%,,,AFG,AFG
Afghanistan,Proportion of Population Living below the National Poverty Line,54.5,%,2016,,AFG,AFG
Afghanistan,"Land, Surface Area",652.86,",000  km2",,,AFG,AFG
Afghanistan,Total Fertility Rate,4.6,births per woman,2016,,AFG,AFG
Afghanistan,Total Population,31.6,million,2018,,AFG,AFG
Afghanistan,Trade Balance,-30.6,% of GDP,2018,,AFG,AFG
Armenia,"Proportion of Employed Population below $1.90 PPP a Day, Female",0.5,%,2018,1.1.1,ARM,ARM
Armenia,"Proportion of Employed Population below $1.90 PPP a Day, Male",0.4,%,2018,1.1.1,ARM,ARM
Armenia,"Proportion of Employed Population below $1.90 PPP a Day, Total",0.4,%,2018,1.1.1,ARM,ARM
Armenia,Growth Rates of Household Expenditure or Income per Capita,3.2,%,2012-2017,10.1.1,ARM,ARM
Armenia,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.8,%,2012-2017,10.1.1,ARM,ARM
Armenia,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,32.9,migrogram/m3,2016,11.6.2,ARM,ARM
Armenia,"Material Footprint, Million Metric Tons",23.9,,2017,12.2.1,ARM,ARM
Armenia,"Material Footprint, Per Capita",8.2,,2017,12.2.1,ARM,ARM
Armenia,"Domestic Material Consumption, Million Metric Tons",32.5,,2017,12.2.2,ARM,ARM
Armenia,"Domestic Material Consumption, Per Capita",11.1,,2017,12.2.2,ARM,ARM
Armenia,Coverage of Protected Areas in Relation to Marine Areas,,%,,14.5.1,ARM,ARM
Armenia,Forest Area as a Proportion of Total Land Area,11.7,%,2015,15.1.1,ARM,ARM
Armenia,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,99.3,%,2016,16.9.1,ARM,ARM
Armenia,Volume of Remittances in United States Dollars as a Proportion of Total GDP,13.3,%,2017,17.3.2,ARM,ARM
Armenia,Debt Service as a Percentage of Exports of Goods and Services,5.3,%,2017,17.4.1,ARM,ARM
Armenia,Prevalence of Undernourishment,4.3,%,2015-2017,2.1.1,ARM,ARM
Armenia,Prevalence of Stunting among Children under 5 Years of Age,9.4,%,2016,2.2.1,ARM,ARM
Armenia,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,13.7,%,2016,2.2.2,ARM,ARM
Armenia,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,4.5,%,2016,2.2.2,ARM,ARM
Armenia,Maternal Mortality Ratio,25,"per 100,000 live births",2015,3.1.1,ARM,ARM
Armenia,Under-5 Mortality Rate,13,"per 1,000 live births",2017,3.2.1,ARM,ARM
Armenia,Neonatal Mortality Rate,7,"per 1,000 live births",2017,3.2.2,ARM,ARM
Armenia,Tuberculosis Incidence,36,"per 100,000 population",2017,3.3.2,ARM,ARM
Armenia,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",22.3,%,2016,3.4.1,ARM,ARM
Armenia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",,%,,4.2.2,ARM,ARM
Armenia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",,%,,4.2.2,ARM,ARM
Armenia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",,%,,4.2.2,ARM,ARM
Armenia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,,4.c.1,ARM,ARM
Armenia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",82,%,2017,4.c.1,ARM,ARM
Armenia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,%,,4.c.1,ARM,ARM
Armenia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,,4.c.1,ARM,ARM
Armenia,Proportion of Seats Held by Women in National Parliaments,24.2,%,2018,5.5.1,ARM,ARM
Armenia,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,,6.1.1,ARM,ARM
Armenia,"Proportion of Population Using Safely Managed Drinking Water Services, Total",60.6,%,2015,6.1.1,ARM,ARM
Armenia,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,,6.1.1,ARM,ARM
Armenia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,,6.2.1,ARM,ARM
Armenia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,,6.2.1,ARM,ARM
Armenia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,,6.2.1,ARM,ARM
Armenia,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,ARM,ARM
Armenia,Renewable Energy Share in the Total Final Energy Consumption,14,%,2016,7.2.1,ARM,ARM
Armenia,Number of Automated Teller Machines (ATMs),63.7,"per 100,000 adults",2017,8.10.1,ARM,ARM
Armenia,Number of Commercial Bank Branches,23.1,"per 100,000 adults",2017,8.10.1,ARM,ARM
Armenia,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,47.8,%,2017,8.10.2,ARM,ARM
Armenia,Annual Growth Rate of Real GDP per Employed Person,4.3,%,2018,8.2.1,ARM,ARM
Armenia,"Unemployment Rate, Female",17.9,%,2018,8.5.2,ARM,ARM
Armenia,"Unemployment Rate, Male",17.6,%,2018,8.5.2,ARM,ARM
Armenia,"Unemployment Rate, Total",17.7,%,2018,8.5.2,ARM,ARM
Armenia,"CO2 Emissions, Million Metric Tons",4.9,,2016,9.4.1,ARM,ARM
Armenia,"CO2 Emissions, Per Unit of GDP (PPP)",0.2,,2016,9.4.1,ARM,ARM
Armenia,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",87.9,"disbursements, constant 2016, $ million",2017,9.a.1,ARM,ARM
Armenia,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",195.8,"disbursements, constant 2016, $ million",2017,9.a.1,ARM,ARM
Armenia,"Proportion of Population Covered by Mobile Network, 2G",100,%,2017,9.c.1,ARM,ARM
Armenia,"Proportion of Population Covered by Mobile Network, 3G",100,%,2017,9.c.1,ARM,ARM
Armenia,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",90.1,%,2017,9.c.1,ARM,ARM
Armenia,Age Dependency Ratio,45,% of working-age population,2017,,ARM,ARM
Armenia,Annual Change in Money Supply,7.4,%,2018,,ARM,ARM
Armenia,Annual Growth Rate of Gross Domestic Product (GDP),7.5,%,2017,,ARM,ARM
Armenia,Annual Growth Rate of Gross Domestic Product (GDP),5.2,%,2018,,ARM,ARM
Armenia,"Annual Real Growth Rates on Valued Added, Agriculture",-8.5,%,2018,,ARM,ARM
Armenia,"Annual Real Growth Rates on Valued Added, Industry",3.4,%,2018,,ARM,ARM
Armenia,"Annual Real Growth Rates on Valued Added, Services",9.6,%,2018,,ARM,ARM
Armenia,Average Annual Population Growth Rate,-0.3,%,2013-2018,,ARM,ARM
Armenia,"Central Government Finance, Expenditure",24.1,% of GDP,2018,,ARM,ARM
Armenia,"Central Government Finance, Fiscal Balance",-1.8,% of GDP,2018,,ARM,ARM
Armenia,"Central Government Finance, Revenue",22.3,% of GDP,2018,,ARM,ARM
Armenia,Current Account Balance,-6.6,% of GDP,2018,,ARM,ARM
Armenia,"External Debt, Total Outstanding",47,% of GNI,2017,,ARM,ARM
Armenia,"External Debt, Total Outstanding","5,495",$ million,2017,,ARM,ARM
Armenia,Gross Domestic Investment,22.4,% of GDP,2018,,ARM,ARM
Armenia,Gross International Reserves,"2,249",$ million,2018,,ARM,ARM
Armenia,Growth Rate of Merchandise Exports,8.5,%,2018,,ARM,ARM
Armenia,Growth Rate of Merchandise Imports,18.5,%,2018,,ARM,ARM
Armenia,Inflation Rate,2.5,%,2018,,ARM,ARM
Armenia,"Per Capita Gross National Income (GNI), Atlas Method","3,990",$,2017,,ARM,ARM
Armenia,Population Density,100,persons per km2 of surface area,2018,,ARM,ARM
Armenia,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,1.4,%,2017,,ARM,ARM
Armenia,Proportion of Population Living below the National Poverty Line,25.7,%,2017,,ARM,ARM
Armenia,"Land, Surface Area",29.74,",000  km2",,,ARM,ARM
Armenia,Total Fertility Rate,1.6,births per woman,2016,,ARM,ARM
Armenia,Total Population,2.97,million,2018,,ARM,ARM
Armenia,Trade Balance,-15,% of GDP,2018,,ARM,ARM
Azerbaijan,"Proportion of Employed Population below $1.90 PPP a Day, Female",0,%,2018,1.1.1,AZE,AZE
Azerbaijan,"Proportion of Employed Population below $1.90 PPP a Day, Male",0,%,2018,1.1.1,AZE,AZE
Azerbaijan,"Proportion of Employed Population below $1.90 PPP a Day, Total",0,%,2018,1.1.1,AZE,AZE
Azerbaijan,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,AZE,AZE
Azerbaijan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,AZE,AZE
Azerbaijan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,18.5,migrogram/m3,2016,11.6.2,AZE,AZE
Azerbaijan,"Material Footprint, Million Metric Tons",61.5,,2017,12.2.1,AZE,AZE
Azerbaijan,"Material Footprint, Per Capita",6.3,,2017,12.2.1,AZE,AZE
Azerbaijan,"Domestic Material Consumption, Million Metric Tons",90.1,,2017,12.2.2,AZE,AZE
Azerbaijan,"Domestic Material Consumption, Per Capita",9.2,,2017,12.2.2,AZE,AZE
Azerbaijan,Coverage of Protected Areas in Relation to Marine Areas,0.4,%,2018,14.5.1,AZE,AZE
Azerbaijan,Forest Area as a Proportion of Total Land Area,13.8,%,2015,15.1.1,AZE,AZE
Azerbaijan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,,%,,16.9.1,AZE,AZE
Azerbaijan,Volume of Remittances in United States Dollars as a Proportion of Total GDP,2.8,%,2017,17.3.2,AZE,AZE
Azerbaijan,Debt Service as a Percentage of Exports of Goods and Services,7.6,%,2017,17.4.1,AZE,AZE
Azerbaijan,Prevalence of Undernourishment,<2.5,%,2015-2017,2.1.1,AZE,AZE
Azerbaijan,Prevalence of Stunting among Children under 5 Years of Age,18,%,2013,2.2.1,AZE,AZE
Azerbaijan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,14.1,%,2013,2.2.2,AZE,AZE
Azerbaijan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,3.2,%,2013,2.2.2,AZE,AZE
Azerbaijan,Maternal Mortality Ratio,25,"per 100,000 live births",2015,3.1.1,AZE,AZE
Azerbaijan,Under-5 Mortality Rate,23,"per 1,000 live births",2017,3.2.1,AZE,AZE
Azerbaijan,Neonatal Mortality Rate,12,"per 1,000 live births",2017,3.2.2,AZE,AZE
Azerbaijan,Tuberculosis Incidence,67,"per 100,000 population",2017,3.3.2,AZE,AZE
Azerbaijan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",22.2,%,2016,3.4.1,AZE,AZE
Azerbaijan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",61.4,%,2017,4.2.2,AZE,AZE
Azerbaijan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",61.2,%,2017,4.2.2,AZE,AZE
Azerbaijan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",61.3,%,2017,4.2.2,AZE,AZE
Azerbaijan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",97.6,%,2017,4.c.1,AZE,AZE
Azerbaijan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",88.4,%,2017,4.c.1,AZE,AZE
Azerbaijan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",98,%,2017,4.c.1,AZE,AZE
Azerbaijan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,,4.c.1,AZE,AZE
Azerbaijan,Proportion of Seats Held by Women in National Parliaments,16.8,%,2018,5.5.1,AZE,AZE
Azerbaijan,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,,6.1.1,AZE,AZE
Azerbaijan,"Proportion of Population Using Safely Managed Drinking Water Services, Total",71.5,%,2015,6.1.1,AZE,AZE
Azerbaijan,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,,6.1.1,AZE,AZE
Azerbaijan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,,6.2.1,AZE,AZE
Azerbaijan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,,6.2.1,AZE,AZE
Azerbaijan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",73.4,%,2015,6.2.1,AZE,AZE
Azerbaijan,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,AZE,AZE
Azerbaijan,Renewable Energy Share in the Total Final Energy Consumption,1.9,%,2016,7.2.1,AZE,AZE
Azerbaijan,Number of Automated Teller Machines (ATMs),32.1,"per 100,000 adults",2017,8.10.1,AZE,AZE
Azerbaijan,Number of Commercial Bank Branches,10.7,"per 100,000 adults",2015,8.10.1,AZE,AZE
Azerbaijan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,28.6,%,2017,8.10.2,AZE,AZE
Azerbaijan,Annual Growth Rate of Real GDP per Employed Person,1.6,%,2018,8.2.1,AZE,AZE
Azerbaijan,"Unemployment Rate, Female",6.1,%,2018,8.5.2,AZE,AZE
Azerbaijan,"Unemployment Rate, Male",4.4,%,2018,8.5.2,AZE,AZE
Azerbaijan,"Unemployment Rate, Total",5.2,%,2018,8.5.2,AZE,AZE
Azerbaijan,"CO2 Emissions, Million Metric Tons",31.4,,2016,9.4.1,AZE,AZE
Azerbaijan,"CO2 Emissions, Per Unit of GDP (PPP)",0.2,,2016,9.4.1,AZE,AZE
Azerbaijan,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",60.3,"disbursements, constant 2016, $ million",2017,9.a.1,AZE,AZE
Azerbaijan,"Total Official Flows for Infrastructure, Other Official Flows (OOF)","1,080.50","disbursements, constant 2016, $ million",2017,9.a.1,AZE,AZE
Azerbaijan,"Proportion of Population Covered by Mobile Network, 2G",100,%,2017,9.c.1,AZE,AZE
Azerbaijan,"Proportion of Population Covered by Mobile Network, 3G",96.3,%,2017,9.c.1,AZE,AZE
Azerbaijan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",42,%,2017,9.c.1,AZE,AZE
Azerbaijan,Age Dependency Ratio,41,% of working-age population,2017,,AZE,AZE
Azerbaijan,Annual Change in Money Supply,5.7,%,2018,,AZE,AZE
Azerbaijan,Annual Growth Rate of Gross Domestic Product (GDP),0.1,%,2017,,AZE,AZE
Azerbaijan,Annual Growth Rate of Gross Domestic Product (GDP),1.4,%,2018,,AZE,AZE
Azerbaijan,"Annual Real Growth Rates on Valued Added, Agriculture",4.6,%,2018,,AZE,AZE
Azerbaijan,"Annual Real Growth Rates on Valued Added, Industry",-0.4,%,2018,,AZE,AZE
Azerbaijan,"Annual Real Growth Rates on Valued Added, Services",3.5,%,2018,,AZE,AZE
Azerbaijan,Average Annual Population Growth Rate,1.1,%,2013-2018,,AZE,AZE
Azerbaijan,"Central Government Finance, Expenditure",28.5,% of GDP,2018,,AZE,AZE
Azerbaijan,"Central Government Finance, Fiscal Balance",-0.4,% of GDP,2018,,AZE,AZE
Azerbaijan,"Central Government Finance, Revenue",28.1,% of GDP,2018,,AZE,AZE
Azerbaijan,Current Account Balance,7.9,% of GDP,2018,,AZE,AZE
Azerbaijan,"External Debt, Total Outstanding",23.4,% of GNI,2017,,AZE,AZE
Azerbaijan,"External Debt, Total Outstanding","9,398",$ million,2017,,AZE,AZE
Azerbaijan,Gross Domestic Investment,24.1,% of GDP,2017,,AZE,AZE
Azerbaijan,Gross International Reserves,"5,335",$ million,2017,,AZE,AZE
Azerbaijan,Growth Rate of Merchandise Exports,13,%,2018,,AZE,AZE
Azerbaijan,Growth Rate of Merchandise Imports,-6,%,2018,,AZE,AZE
Azerbaijan,Inflation Rate,2.3,%,2018,,AZE,AZE
Azerbaijan,"Per Capita Gross National Income (GNI), Atlas Method","4,080",$,2017,,AZE,AZE
Azerbaijan,Population Density,115,persons per km2 of surface area,2018,,AZE,AZE
Azerbaijan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,,%,,,AZE,AZE
Azerbaijan,Proportion of Population Living below the National Poverty Line,5.4,%,2017,,AZE,AZE
Azerbaijan,"Land, Surface Area",86.6,",000  km2",,,AZE,AZE
Azerbaijan,Total Fertility Rate,2.1,births per woman,2016,,AZE,AZE
Azerbaijan,Total Population,9.94,million,2018,,AZE,AZE
Azerbaijan,Trade Balance,15.6,% of GDP,2018,,AZE,AZE
Bangladesh,"Proportion of Employed Population below $1.90 PPP a Day, Female",11.9,%,2018,1.1.1,BGD,BAN
Bangladesh,"Proportion of Employed Population below $1.90 PPP a Day, Male",9.8,%,2018,1.1.1,BGD,BAN
Bangladesh,"Proportion of Employed Population below $1.90 PPP a Day, Total",10.4,%,2018,1.1.1,BGD,BAN
Bangladesh,Growth Rates of Household Expenditure or Income per Capita,1.5,%,2010-2016,10.1.1,BGD,BAN
Bangladesh,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.3,%,2010-2016,10.1.1,BGD,BAN
Bangladesh,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,58.6,migrogram/m3,2016,11.6.2,BGD,BAN
Bangladesh,"Material Footprint, Million Metric Tons",388.9,,2017,12.2.1,BGD,BAN
Bangladesh,"Material Footprint, Per Capita",2.4,,2017,12.2.1,BGD,BAN
Bangladesh,"Domestic Material Consumption, Million Metric Tons",435.7,,2017,12.2.2,BGD,BAN
Bangladesh,"Domestic Material Consumption, Per Capita",2.6,,2017,12.2.2,BGD,BAN
Bangladesh,Coverage of Protected Areas in Relation to Marine Areas,5.3,%,2018,14.5.1,BGD,BAN
Bangladesh,Forest Area as a Proportion of Total Land Area,11,%,2015,15.1.1,BGD,BAN
Bangladesh,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,37,%,2013,16.9.1,BGD,BAN
Bangladesh,Volume of Remittances in United States Dollars as a Proportion of Total GDP,5.4,%,2017,17.3.2,BGD,BAN
Bangladesh,Debt Service as a Percentage of Exports of Goods and Services,3.5,%,2017,17.4.1,BGD,BAN
Bangladesh,Prevalence of Undernourishment,15.2,%,2015-2017,2.1.1,BGD,BAN
Bangladesh,Prevalence of Stunting among Children under 5 Years of Age,36.2,%,2014,2.2.1,BGD,BAN
Bangladesh,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.6,%,2014,2.2.2,BGD,BAN
Bangladesh,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,14.4,%,2014,2.2.2,BGD,BAN
Bangladesh,Maternal Mortality Ratio,176,"per 100,000 live births",2015,3.1.1,BGD,BAN
Bangladesh,Under-5 Mortality Rate,32,"per 1,000 live births",2017,3.2.1,BGD,BAN
Bangladesh,Neonatal Mortality Rate,18,"per 1,000 live births",2017,3.2.2,BGD,BAN
Bangladesh,Tuberculosis Incidence,221,"per 100,000 population",2017,3.3.2,BGD,BAN
Bangladesh,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",21.6,%,2016,3.4.1,BGD,BAN
